UUID,Titre,Publié,Promu en page d'accueil,Traduction,Exporter vers les extensions,Contexte(s),Language,Statut,Lien vers traduction l.d.o,Date de publication,Date de mise à jour
localize_glossary_translation_666_fr,checkout rules,1,0,règles de paiement,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=checkout%20rules,1322403869,1361729661
localize_glossary_translation_667_fr,checkout setting,1,0,paramètres du tunnel d'achat,1,e-Commerce,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=checkout%20setting,1322403869,1361730084
localize_glossary_translation_668_fr,commerce order,1,0,Commerce Order,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=commerce%20order,1322403869,1361729658
localize_glossary_translation_669_fr,commerce payment,1,0,commerce payment,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=commerce%20payment,1322403869,1361729658
localize_glossary_translation_670_fr,complete,1,0,terminer,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=complete,1322403869,1322403869
localize_glossary_translation_671_fr,completed order,1,0,commande terminée,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=completed%20order,1322403869,1361729658
localize_glossary_translation_672_fr,customer profile,1,0,profil client,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=customer%20profile,1322403869,1361729658
localize_glossary_translation_673_fr,customer profile manager,1,0,gestionnaire des profils clients,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=customer%20profile%20manager,1322403869,1361729661
localize_glossary_translation_674_fr,customer profile type,1,0,type de profil client,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=customer%20profile%20type,1322403869,1361729661
localize_glossary_translation_664_fr,checkout form,1,0,formulaire de paiement,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=checkout%20form,1322403869,1361729661
localize_glossary_translation_663_fr,checkout completion,1,0,finalisation du paiement,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=checkout%20completion,1322403869,1361729661
localize_glossary_translation_662_fr,checkout,1,0,procéder au paiement,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=checkout,1322403869,1361729661
localize_glossary_translation_652_fr,account information,1,0,Informations du compte,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=account%20information,1322403869,1322403869
localize_glossary_translation_653_fr,add to cart,1,0,ajouter au panier,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=add%20to%20cart,1322403869,1361729661
localize_glossary_translation_654_fr,amount,1,0,montant,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=amount,1322403869,1322403869
localize_glossary_translation_655_fr,anonymous order,1,0,commande anonyme,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=anonymous%20order,1322403869,1361729661
localize_glossary_translation_656_fr,calculated price,1,0,prix calculé,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=calculated%20price,1322403869,1361729661
localize_glossary_translation_657_fr,calculated prices,1,0,prix calculés,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=calculated%20prices,1322403869,1361729661
localize_glossary_translation_658_fr,calculated sell price,1,0,prix de vente calculé,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=calculated%20sell%20price,1322403869,1361729661
localize_glossary_translation_659_fr,calculation,1,0,calcul,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=calculation,1322403869,1322403869
localize_glossary_translation_660_fr,calculation settings,1,0,paramètres de calcul,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=calculation%20settings,1322403869,1322403869
localize_glossary_translation_661_fr,capture,1,0,capture,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=capture,1322403869,1322403869
localize_glossary_translation_675_fr,customers,1,0,clients,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=customers,1322403869,1361729661
localize_glossary_translation_676_fr,fomatted amount,1,0,montant formaté,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=fomatted%20amount,1322403869,1322403869
localize_glossary_translation_692_fr,product entity,1,0,entité produit,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=product%20entity,1322403869,1361729661
localize_glossary_translation_693_fr,product type,1,0,type de produit,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=product%20type,1322403869,1361729661
localize_glossary_translation_694_fr,raw amount,1,0,montant brut,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=raw%20amount,1322403869,1322403869
localize_glossary_translation_695_fr,referenced product,1,0,produit référencé,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=referenced%20product,1322403869,1322403869
localize_glossary_translation_696_fr,receipt,1,0,reçu,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=receipt,1322403869,1322403869
localize_glossary_translation_697_fr,sales tax,1,0,taxe de vente,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=sales%20tax,1322403869,1322403869
localize_glossary_translation_698_fr,shopping cart,1,0,panier,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=shopping%20cart,1322403869,1322403869
localize_glossary_translation_699_fr,store,1,0,boutique,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=store,1322403869,1322403869
localize_glossary_translation_700_fr,tax rate,1,0,taux de taxe,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=tax%20rate,1322403869,1322403869
localize_glossary_translation_701_fr,tax rules,1,0,règles de taxe,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=tax%20rules,1322403869,1322403869
localize_glossary_translation_691_fr,product attribute,1,0,attribut du produit,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=product%20attribute,1322403869,1361729661
localize_glossary_translation_690_fr,pricing rule,1,0,règle de tarification,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=pricing%20rule,1322403869,1322403869
localize_glossary_translation_689_fr,pre-calculating,1,0,pré-calcul,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=pre-calculating,1322403869,1322403869
localize_glossary_translation_677_fr,individual products,1,0,produits séparés,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=individual%20products,1322403869,1322403869
localize_glossary_translation_679_fr,line item id,1,0,id de l'élément de commande,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=line%20item%20id,1322403869,1322403869
localize_glossary_translation_680_fr,line item type,1,0,type d'élément de commande,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=line%20item%20type,1322403869,1322403869
localize_glossary_translation_682_fr,order number,1,0,numéro de commande,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=order%20number,1322403869,1322403869
localize_glossary_translation_683_fr,order balance,1,0,solde,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=order%20balance,1322403869,1322403869
localize_glossary_translation_684_fr,original price,1,0,prix d'origine,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=original%20price,1322403869,1322403869
localize_glossary_translation_685_fr,payment,1,0,paiement,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=payment,1322403869,1322403869
localize_glossary_translation_686_fr,payment form,1,0,formulaire de paiement,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=payment%20form,1322403869,1322403869
localize_glossary_translation_687_fr,payment method,1,0,mode de paiement,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=payment%20method,1322403869,1322403869
localize_glossary_translation_688_fr,pending,1,0,en attente,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=pending,1322403869,1322403869
localize_glossary_translation_651_fr,account information,1,0,informations du compte,1,,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=account%20information,1322403760,1322403760
localize_glossary_translation_650_fr,jump menu,1,0,menu de saut,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=jump%20menu,1322403736,1324069562
localize_glossary_translation_541_fr,machine name,1,0,nom système,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=machine%20name,1322402381,1324069718
localize_glossary_translation_486_fr,attachment,1,0,vue attachée [Views],1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=attachment,1322400065,1324069769
localize_glossary_translation_485_fr,status code,1,0,code de statut,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=status%20code,1322398292,1322398430
localize_glossary_translation_483_fr,landing page,1,0,page d'atterrissage,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=landing%20page,1322394990,1324067474
localize_glossary_translation_482_fr,replacement pattern,1,0,motif de remplacement,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=replacement%20pattern,1322394884,1322395146
localize_glossary_translation_481_fr,mini panel,1,0,mini-panneau,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=mini%20panel,1322394600,1324069829
localize_glossary_translation_480_fr,panel node,1,0,nœud-panneau,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=panel%20node,1322394399,1324330583
localize_glossary_translation_479_fr,driver,1,0,pilote,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=driver,1322387271,1324069866
localize_glossary_translation_478_fr,recurring fee,1,0,paiement périodique,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=recurring%20fee,1322056805,1334600023
localize_glossary_translation_477_fr,UI,1,0,interface,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=UI,1321971463,1324071027
